id,relation,comment,domain,text
7872,Other,Comment: Healthcare is not a concrete object nor is it an mental activity.,Story,We conducted a usability test on the enterprise-wide navigation system for this <e1>heathcare</e1> <e2>company</e2>'s proposed intranet redesign.
7873,"Cause-Effect(e2,e1)",Comment:,News,<e1>Inhibition</e1> through synaptic <e2>depression</e2> is unlike the previous forms of inhibition in that it turns on more slowly and thus acts as delayed negative feedback.
7874,"Component-Whole(e1,e2)",Comment:,Technology,"Special construction and a <e1>rubberized trim</e1> helps the <e2>handset</e2> stand up to everyday wear-and-tear, and even occasional dropping."
7875,"Product-Producer(e1,e2)",Comment:,Economic,A <e1>coffin</e1> <e2>maker</e2> has increased productivity by 20% since securing a 180000 pounds finance package from business angels.
7876,"Cause-Effect(e2,e1)",Comment:,Story,"The <e1>joy</e1> comes from Cather's <e2>writing</e2>: precise observation and wording, the lilting cadence of her phrasing, the beautiful and clear pictures she evokes of scenery and characters, and the unfamiliar, old fashioned words and expressions she uses."
7877,Other,"Comment: People should not be contents, instead the robber was located in the office.",News,The <e1>robber</e1> was inside the <e2>office</e2> when the manager decided to take action and escape out the side door.
7878,"Cause-Effect(e2,e1)",Comment:,History,"<e1>Famine</e1> following <e2>drought</e2> has hit the West African savannahs, where there have been other bad droughts, notably the great one of 1972-74."
7879,"Content-Container(e2,e1)",Comment: A prototypical example.,Education,"The contents of the <e1>binder</e1> included <e2>handouts</e2> on lectures, lab. exercises, assignments, as well as production information of use to the participants."
7880,"Entity-Origin(e1,e2)",Comment:,News,When you're an immigrant or <e1>refugee</e1> from any <e2>country</e2> then you have an experience with a botched translated name.
7881,Other,Comment: This might be purpose.,News,"But for the family that shares the cooking and clean up duties, the <e1>kitchen</e1> holds a special <e2>nuturing role</e2> beyond supplying nutrition for the physical body."
7882,"Product-Producer(e2,e1)","Comment: Vague, but the output of a stereograph is an image so it's be ok.",Art,<e1>Stereograph</e1> produces the same <e2>output</e2>.
7883,Other,Comment:,Story,The small knife <e1>assemblies</e1> are widely used for cutting various <e2>strips</e2> of flexible materials.
7884,Other,Comment: Harvesting is not creation,Story,"<e1>People</e1> harvest the <e2>seeds</e2>, macerate them, and roll them into thick sticks of dry, hardened paste which can then be stored or exported from the region."
7885,"Entity-Origin(e1,e2)",Comment:,Story,The special <e1>ingredient</e1> in the lotion comes from a <e2>plant</e2>.
7886,"Content-Container(e2,e1)",Comment: A prototypical example.,Technology,The total <e1>contents</e1> of the purse included a <e2>cell phone</e2> and wallet valued at $120.
7887,"Component-Whole(e1,e2)",Comment: The cartoon strip is an integral part of the comic book.,Art,"In 1996, a major publishing company simultaneously launched in 13 countries a dinosaur <e1>cartoon strip</e1> carried in a weekly <e2>comic book</e2>."
7888,Other,Comment:,Education,Grubs tend to cause significant <e1>damage</e1> from <e2>autumn</e2> to spring by which time the larvae are becoming fully grown.
7889,"Entity-Origin(e2,e1)",Comment:,Story,It was originally assumed that the ingredients responsible for drug interactions were the flavonoids that give <e1>grapefruit</e1> <e2>juice</e2> its bitter taste.
7890,"Product-Producer(e2,e1)",Comment:,Story,The <e1>headmaster</e1> made the formal <e2>announcement</e2>.
7891,"Component-Whole(e2,e1)",Comment: The well is an integral and functional part of the kitchen's architectural features.,Story,The <e1>kitchen</e1> contained a <e2>well</e2> at the northern end and a well and two holding areas for live fish on the southern end.
7892,"Component-Whole(e2,e1)",Comment: gas is an integral part of a typical cyst.,News,The contents of the <e1>cyst</e1> included a foul smelling <e2>gas</e2> and white-green pus.
7893,Other,Comment:,News,<e1>Adults</e1> with <e2>sleep deprivation</e2> who listened to soft classical music at bedtime reported a 35 percent improvement in their quality of sleep.
7894,"Component-Whole(e2,e1)","Comment: A cooker is a functional and integral part of the kitchen (of its typical equipment). If we assumed that it is not fixed (easily movable), it could be also treated as located in the kitchen room; the modality is outside",Story,"The <e1>kitchen</e1> holds a <e2>cooker</e2>, fridge, microwave oven, in short; everything you need if you want to prepare a light meal."
7895,"Component-Whole(e2,e1)",Comment: The open central space is an integral and functional part of the building.,Story,The <e1>building</e1> contained a large <e2>open central space</e2> with tables and chairs as well as a nursery and two tearooms.
7896,"Instrument-Agency(e2,e1)",Comment:,Story,"The <e1>knight</e1> raised his dragon <e2>battle axe</e2>, and dealt the creature a crushing blow."
7897,"Entity-Origin(e2,e1)",Comment:,Biology,<e1>Grapefruit</e1> <e2>juice</e2> causes more of these drugs to enter the blood.
7898,"Entity-Origin(e1,e2)",Comment:,History,"By the early '90s, Indian entrepreneurs bought a majority of the properties and flourished with the new <e1>immigrants</e1> from the <e2>subcontinent</e2>."
7899,"Entity-Origin(e1,e2)",Comment:,Story,The <e1>colours</e1> were similarly derived from the <e2>stylesheet</e2>.
7900,"Instrument-Agency(e2,e1)",Comment:,Story,At that point the patient grabbed the arm of the <e1>dentist</e1> to forcibly pull the <e2>drill</e2> out of his mouth.
7901,Other,Comment:,Story,It was this moist <e1>ground</e1> that during construction engulfed a <e2>crane</e2> which remains under the stadium today.
7902,Other,Comment:,Story,Tom plans to continue to live the <e1>country</e1> <e2>life</e2> as he grows older.
7903,Other,"Comment: Dairying is an event, not an entity.",Story,"Near Adelaide the <e1>land</e1> is intensively farmed for <e2>dairying</e2>, fruit, and vegetables."
7904,"Content-Container(e2,e1)",Comment: A prototypical example.,Story,Bevan opens a case on the other side of the room and pulls out a <e1>flask</e1> that contains <e2>ale</e2> of the best sort.
7905,Other,Comment:,Story,"Ride Metrorail and then pick up a car just <e1>steps</e1> from the <e2>train</e2> to run errands, shop or reach any other business or social event not easily accessible via transit."
7906,Other,Comment: The man isn't using the chisel for anything.,News,Providence had sent the old <e1>man</e1> into the world with a <e2>chisel</e2> in his hand.
7907,"Cause-Effect(e1,e2)",Comment: Both elements are occurrences; modality is outside,Story,"And, of course, everyone wants to prove the truth of their beliefs through experience, but the <e1>belief</e1> begets the <e2>experience</e2>."
7908,Other,Comment:,Education,The mesopause separates the <e1>mesosphere</e1> from the <e2>thermosphere</e2>.
7909,"Instrument-Agency(e1,e2)",Comment:,Story,"Unlike earlier machines, their <e1>typewriter</e1> permits the <e2>typist</e2> to see what is being typed and has other features that make it the first really practical typing machine."
7910,"Entity-Origin(e2,e1)",Comment:,Biology,"<e1>Avocado</e1> <e2>butter</e2> is a very rich, moisturizing treatment for the hair and skin, and it has some natural sunscreen properties."
7911,"Cause-Effect(e1,e2)",Comment:,Story,The <e1>man</e1> radiated <e2>jolliness</e2>.
7912,"Cause-Effect(e2,e1)",Comment:,Technology,Earplugs relieve the <e1>discomfort</e1> from <e2>traveling</e2> with a cold allergy or sinus condition.
7913,"Cause-Effect(e2,e1)",Comment:,News,There is a rise in erratic <e1>behaviour</e1> from substance <e2>abuse</e2> and frustration caused by long waits for hospital treatment.
7914,"Entity-Origin(e1,e2)",Comment:,News,"The sisters are teenage <e1>refugees</e1> from a violent <e2>home</e2>, living alone in a faded Victorian mansion where they survive by creating a closed world centered around each other and their new friends -- a rowdy makeshift family of castoffs, dealers, and drama queens on the periphery of the burgeoning drug game, some looking for a way out, some looking for a way deeper in."
7915,"Entity-Origin(e1,e2)",Comment:,News,In Europe the <e1>fuel</e1> is distilled from canola <e2>oil</e2>.
7916,"Entity-Origin(e2,e1)",Comment:,Story,She prepared some <e1>beef</e1> <e2>bouillon</e2> and let it cool.
7917,"Component-Whole(e1,e2)",Comment:The fibres are a functional part of the capsule.,Biology,"Surrounding each neuron there was a group of cells of the glial type (satellite cells), which together with the collagen <e1>fibres</e1> composed the <e2>glial capsule</e2>."
7918,Other,Comment:,News,The residents and <e1>scientists</e1> learned from the Krakatau <e2>explosion</e2>.
7919,Other,Comment:,Technology,This is an overview of the viewer from a <e1>developer</e1>'s <e2>perspective</e2>.
7920,Other,Comment: The sentence describes the creation of songs from pre-existing syllables.,Story,"Months later, the <e1>birds</e1> composed the <e2>syllables</e2> into complete songs, whether the songs matched natural patterns or not."
7921,"Cause-Effect(e1,e2)","Comment: The molt is the process or the cause, not the producer.",News,"The spring <e1>molt</e1> produces mottled brown <e2>feathers</e2>, making the female almost invisible as she sits on her nest."
7922,"Product-Producer(e2,e1)",Comment: Guidelines are a information-bearing mental activity (restriction d).,Education,The student <e1>committee</e1> developed the following <e2>guidelines</e2>.
7923,"Cause-Effect(e1,e2)",Comment:,Art,Beauty had scarcely uttered these words when the <e1>castle</e1> radiated with <e2>light</e2>.
7924,Other,Comment:,Biology,"Muscles, tendons, and ligaments surround the ankle providing the <e1>stability</e1> the <e2>ankle joint</e2> needs for walking and running."
7925,"Entity-Origin(e1,e2)",Comment:,Story,"The basement carpeting is made from recycled plastic pop bottles, and the <e1>underpad</e1> was once automobile <e2>tires</e2>."
7926,"Content-Container(e1,e2)",Comment: the cash is already in the bag; modality is outside,Story,"After the cashier put the <e1>cash</e1> in a <e2>bag</e2>, the robber saw a bottle of scotch that he wanted behind the counter on the shelf."
7927,"Cause-Effect(e2,e1)",Comment:,Story,This durable short sleeve crew neck tee shirt is made of preshrunk cotton to minimize <e1>shrinkage</e1> after <e2>washing</e2>.
7928,Other,Comment:,Economic,"The <e1>institution</e1> provides a <e2>deposit</e2>, as set in the Commission dues and fees schedule, towards the fee when it submits its appeal document."
7929,Other,Comment: vitamins are part of the multivitamin with no clear boundaries (stuff-object relation).,Story,"We take <e1>multivitamin</e1> that contains <e2>vitamins</e2> D, E, K, and beta-carotene."
7930,"Product-Producer(e2,e1)",Comment:,Technology,"The <e1>developer</e1> duly writes a test <e2>case</e2>, makes the necessary code changes, ensures the test passes, checks the code in and considers the job finished."
7931,Other,Comment:,Education,Many <e1>students</e1> deviate from the ideal <e2>curricula</e2> presented in a later section of this bulletin.
